,rec,ver,tag,src,val.mtf1,val.pm1,val.mtf5,val.pm2p5,val.bin,val.mtf3,val.pm10,val.mtf7,val.per,val.sfr,val.sht.hmd,val.sht.tmp,exg.val.pm10,exg.val.pm1,exg.val.pm2p5,exg.src
198,2024-04-21T13:48:34Z,2.0,scs-bgx-868,N3,32.0,2.7,46.0,8.8,"[223.0, 47.0, 16.0, 7.0, 6.0, 6.0, 3.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",38.0,28.6,0.0,4.1,2.92,33.8,46.3,17.0,4.4,5.5,rn20
199,2024-04-21T13:48:44Z,2.0,scs-bgx-868,N3,33.0,2.8,43.0,8.6,"[233.0, 51.0, 14.0, 4.0, 12.0, 6.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32.0,17.7,59.0,4.1,2.9,33.8,46.3,9.3,3.6,5.7,rn20
200,2024-04-21T13:48:54Z,2.0,scs-bgx-868,N3,32.0,2.9,49.0,7.4,"[257.0, 41.0, 25.0, 2.0, 13.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",34.0,31.7,0.0,4.1,2.96,33.8,46.3,11.9,4.3,5.7,rn20
201,2024-04-21T13:49:04Z,2.0,scs-bgx-868,N3,34.0,3.0,48.0,7.4,"[261.0, 52.0, 19.0, 6.0, 6.0, 4.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",34.0,11.2,46.0,4.1,2.84,33.9,46.3,12.8,4.4,6.5,rn20
202,2024-04-21T13:49:14Z,2.0,scs-bgx-868,N3,34.0,2.4,48.0,5.2,"[211.0, 45.0, 13.0, 3.0, 6.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",36.0,32.7,0.0,4.1,2.78,33.8,46.3,14.5,4.0,4.6,rn20
203,2024-04-21T13:49:24Z,2.0,scs-bgx-868,N3,33.0,2.4,40.0,5.6,"[229.0, 53.0, 13.0, 2.0, 5.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37.0,9.0,57.0,4.1,2.83,33.8,46.3,13.1,4.2,5.8,rn20
204,2024-04-21T13:49:34Z,2.0,scs-bgx-868,N3,33.0,2.6,0.0,6.3,"[234.0, 47.0, 18.0, 3.0, 9.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43.0,15.2,53.0,4.1,2.85,33.8,46.3,12.6,4.4,5.3,rn20
205,2024-04-21T13:49:44Z,2.0,scs-bgx-868,N3,32.0,2.7,36.0,7.1,"[253.0, 60.0, 15.0, 3.0, 8.0, 2.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",39.0,22.0,39.0,4.1,2.95,33.8,46.3,21.3,5.0,8.2,rn20
206,2024-04-21T13:49:54Z,2.0,scs-bgx-868,N3,33.0,2.5,62.0,5.3,"[206.0, 52.0, 20.0, 5.0, 4.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42.0,6.9,0.0,4.1,2.91,33.8,46.3,10.8,4.3,4.7,rn20
207,2024-04-21T13:50:04Z,2.0,scs-bgx-868,N3,32.0,2.3,34.0,6.2,"[243.0, 39.0, 12.0, 3.0, 6.0, 3.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",44.0,13.7,0.0,4.1,2.97,33.8,46.3,9.5,4.3,5.0,rn20
208,2024-04-21T13:50:14Z,2.0,scs-bgx-868,N3,34.0,2.8,39.0,8.6,"[250.0, 40.0, 13.0, 7.0, 9.0, 5.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",36.0,13.3,48.0,4.1,2.86,33.8,46.3,10.7,4.5,6.2,rn20
209,2024-04-21T13:50:24Z,2.0,scs-bgx-868,N3,33.0,2.7,42.0,6.5,"[270.0, 48.0, 16.0, 2.0, 5.0, 4.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.0,8.7,0.0,4.1,2.87,33.8,46.3,10.9,5.1,6.0,rn20
210,2024-04-21T13:50:34Z,2.0,scs-bgx-868,N3,32.0,2.3,47.0,6.7,"[241.0, 42.0, 12.0, 1.0, 8.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",31.0,10.9,45.0,4.1,2.94,33.9,46.3,10.0,4.3,5.1,rn20
211,2024-04-21T13:50:44Z,2.0,scs-bgx-868,N3,33.0,2.7,43.0,5.1,"[235.0, 61.0, 19.0, 3.0, 6.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43.0,6.2,0.0,4.1,2.91,33.9,46.3,12.7,5.0,6.0,rn20
212,2024-04-21T13:50:54Z,2.0,scs-bgx-868,N3,30.0,2.6,46.0,6.7,"[253.0, 39.0, 19.0, 5.0, 7.0, 6.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",41.0,13.0,0.0,4.1,3.12,33.9,46.2,10.1,4.2,5.4,rn20
213,2024-04-21T13:51:04Z,2.0,scs-bgx-868,N3,35.0,2.6,61.0,6.1,"[238.0, 40.0, 16.0, 5.0, 8.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42.0,34.9,65.0,4.1,2.87,33.8,46.2,12.9,4.5,4.7,rn20
214,2024-04-21T13:51:14Z,2.0,scs-bgx-868,N3,33.0,2.4,37.0,6.4,"[206.0, 44.0, 16.0, 3.0, 9.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",38.0,11.4,51.0,4.1,2.87,33.9,46.2,10.9,4.0,5.8,rn20
215,2024-04-21T13:51:24Z,2.0,scs-bgx-868,N3,34.0,2.5,42.0,6.1,"[226.0, 50.0, 11.0, 4.0, 4.0, 5.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",47.0,9.4,42.0,4.1,2.8,33.9,46.3,13.3,4.7,5.8,rn20
216,2024-04-21T13:51:34Z,2.0,scs-bgx-868,N3,32.0,2.4,43.0,5.0,"[232.0, 38.0, 20.0, 2.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32.0,5.8,0.0,4.1,2.89,34.0,46.2,8.6,3.6,5.0,rn20
217,2024-04-21T13:51:44Z,2.0,scs-bgx-868,N3,34.0,2.6,51.0,8.5,"[209.0, 43.0, 20.0, 6.0, 4.0, 5.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",39.0,25.2,36.0,4.1,2.81,34.0,46.2,17.9,4.8,6.0,rn20
218,2024-04-21T13:51:54Z,2.0,scs-bgx-868,N3,32.0,2.1,48.0,5.3,"[210.0, 48.0, 8.0, 5.0, 2.0, 2.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",33.0,32.8,0.0,4.1,2.92,34.0,46.2,14.9,3.4,4.3,rn20
219,2024-04-21T13:52:04Z,2.0,scs-bgx-868,N3,32.0,2.3,40.0,5.3,"[228.0, 54.0, 13.0, 4.0, 1.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45.0,6.8,0.0,4.1,2.98,34.0,46.2,11.1,4.1,5.6,rn20
220,2024-04-21T13:52:14Z,2.0,scs-bgx-868,N3,35.0,2.6,37.0,5.5,"[221.0, 45.0, 18.0, 3.0, 8.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40.0,8.2,38.0,4.1,2.79,34.0,46.2,11.9,4.4,5.6,rn20
221,2024-04-21T13:52:24Z,2.0,scs-bgx-868,N3,31.0,2.3,55.0,6.0,"[215.0, 40.0, 14.0, 5.0, 6.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43.0,13.4,0.0,4.1,2.96,34.0,46.2,8.9,4.2,4.5,rn20
222,2024-04-21T13:52:34Z,2.0,scs-bgx-868,N3,31.0,2.0,40.0,5.3,"[201.0, 37.0, 8.0, 3.0, 7.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",34.0,6.8,0.0,4.1,3.07,34.0,46.2,7.8,3.3,4.4,rn20
223,2024-04-21T13:52:44Z,2.0,scs-bgx-868,N3,32.0,1.9,36.0,7.1,"[182.0, 36.0, 10.0, 2.0, 8.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",52.0,47.5,42.0,4.1,3.07,34.0,46.2,21.2,2.8,4.4,rn20
224,2024-04-21T13:52:54Z,2.0,scs-bgx-868,N3,34.0,1.9,37.0,6.0,"[176.0, 36.0, 13.0, 3.0, 3.0, 3.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30.0,15.7,58.0,4.1,2.92,34.0,46.2,9.0,2.5,4.4,rn20
225,2024-04-21T13:53:04Z,2.0,scs-bgx-868,N3,32.0,1.9,39.0,5.4,"[156.0, 42.0, 14.0, 4.0, 4.0, 2.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37.0,9.3,46.0,4.1,2.98,34.0,46.2,9.7,2.6,5.5,rn20
226,2024-04-21T13:53:14Z,2.0,scs-bgx-868,N3,33.0,2.5,45.0,6.9,"[184.0, 36.0, 18.0, 7.0, 10.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",36.0,19.7,0.0,4.1,2.94,33.9,46.2,11.4,3.2,4.9,rn20
227,2024-04-21T13:53:24Z,2.0,scs-bgx-868,N3,32.0,2.3,54.0,6.0,"[153.0, 42.0, 21.0, 5.0, 6.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",50.0,7.1,0.0,4.1,2.99,34.0,46.2,8.5,2.7,4.9,rn20
228,2024-04-21T13:53:34Z,2.0,scs-bgx-868,N3,33.0,2.1,45.0,6.7,"[163.0, 39.0, 17.0, 3.0, 4.0, 5.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42.0,12.6,44.0,4.1,2.94,34.0,46.2,10.4,3.2,5.3,rn20
229,2024-04-21T13:53:44Z,2.0,scs-bgx-868,N3,34.0,2.0,37.0,6.2,"[158.0, 34.0, 15.0, 5.0, 4.0, 2.0, 3.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42.0,32.6,0.0,4.1,2.85,33.9,46.2,11.9,2.7,4.6,rn20
230,2024-04-21T13:53:54Z,2.0,scs-bgx-868,N3,33.0,2.3,50.0,5.9,"[162.0, 42.0, 19.0, 3.0, 8.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35.0,8.8,65.0,4.1,2.86,33.9,46.2,8.2,2.9,4.6,rn20
231,2024-04-21T13:54:04Z,2.0,scs-bgx-868,N3,33.0,1.8,48.0,5.2,"[142.0, 39.0, 10.0, 6.0, 2.0, 4.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",38.0,12.3,0.0,4.1,2.87,33.9,46.2,7.7,2.4,4.0,rn20
232,2024-04-21T13:54:14Z,2.0,scs-bgx-868,N3,34.0,2.2,37.0,5.7,"[157.0, 42.0, 16.0, 4.0, 6.0, 2.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",31.0,9.2,36.0,4.1,2.8,34.0,46.2,8.2,2.8,5.6,rn20
233,2024-04-21T13:54:24Z,2.0,scs-bgx-868,N3,35.0,2.2,46.0,8.6,"[151.0, 30.0, 14.0, 6.0, 7.0, 4.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40.0,13.3,0.0,4.1,2.71,33.9,46.2,7.0,2.5,3.6,rn20
234,2024-04-21T13:54:34Z,2.0,scs-bgx-868,N3,33.0,2.3,46.0,7.5,"[164.0, 35.0, 19.0, 3.0, 9.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32.0,11.0,0.0,4.1,2.77,34.0,46.2,7.0,2.4,3.8,rn20
235,2024-04-21T13:54:44Z,2.0,scs-bgx-868,N3,34.0,2.2,47.0,8.1,"[158.0, 37.0, 16.0, 2.0, 5.0, 9.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43.0,11.3,0.0,4.1,2.75,34.0,46.2,7.1,2.4,3.9,rn20
236,2024-04-21T13:54:54Z,2.0,scs-bgx-868,N3,32.0,2.3,39.0,7.5,"[186.0, 35.0, 13.0, 6.0, 8.0, 4.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",49.0,12.0,62.0,4.1,2.86,34.0,46.2,9.1,3.3,5.4,rn20
237,2024-04-21T13:55:04Z,2.0,scs-bgx-868,N3,37.0,2.1,56.0,5.4,"[183.0, 26.0, 12.0, 3.0, 6.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43.0,38.2,38.0,4.1,2.66,33.9,46.2,7.2,3.5,4.0,rn20
238,2024-04-21T13:55:14Z,2.0,scs-bgx-868,N3,31.0,2.0,40.0,5.0,"[150.0, 33.0, 18.0, 6.0, 1.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",31.0,7.0,0.0,4.1,2.85,34.0,46.2,5.6,2.4,4.1,rn20
239,2024-04-21T13:55:24Z,2.0,scs-bgx-868,N3,32.0,1.9,49.0,7.7,"[150.0, 43.0, 10.0, 3.0, 6.0, 5.0, 3.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40.0,18.5,33.0,4.1,2.94,34.0,46.2,9.0,2.4,4.9,rn20
240,2024-04-21T13:55:34Z,2.0,scs-bgx-868,N3,30.0,1.7,42.0,5.3,"[146.0, 30.0, 14.0, 2.0, 6.0, 4.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",33.0,11.9,0.0,4.1,3.1,34.0,46.2,7.7,2.2,4.0,rn20
241,2024-04-21T13:55:44Z,2.0,scs-bgx-868,N3,32.0,1.9,45.0,6.4,"[171.0, 43.0, 9.0, 1.0, 7.0, 6.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",52.0,10.2,36.0,4.1,3.08,34.0,46.2,8.9,2.8,5.7,rn20
242,2024-04-21T13:55:54Z,2.0,scs-bgx-868,N3,34.0,2.2,47.0,6.9,"[155.0, 32.0, 15.0, 6.0, 10.0, 5.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37.0,8.6,0.0,4.1,2.94,34.0,46.2,6.7,2.9,4.3,rn20
243,2024-04-21T13:56:04Z,2.0,scs-bgx-868,N3,32.0,2.2,39.0,7.2,"[173.0, 38.0, 17.0, 7.0, 5.0, 5.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30.0,13.1,58.0,4.1,2.99,34.1,46.2,9.8,2.2,5.5,rn20
244,2024-04-21T13:56:14Z,2.0,scs-bgx-868,N3,34.0,2.6,41.0,8.8,"[172.0, 46.0, 18.0, 8.0, 9.0, 4.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40.0,14.0,40.0,4.1,2.86,34.1,46.2,11.7,3.0,5.3,rn20
245,2024-04-21T13:56:24Z,2.0,scs-bgx-868,N3,33.0,1.9,47.0,6.1,"[174.0, 37.0, 12.0, 2.0, 3.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",38.0,8.6,0.0,4.1,2.87,34.1,46.2,7.9,2.8,4.6,rn20
246,2024-04-21T13:56:34Z,2.0,scs-bgx-868,N3,35.0,2.2,43.0,7.1,"[152.0, 31.0, 15.0, 6.0, 8.0, 3.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",34.0,16.9,46.0,4.1,2.75,34.1,46.2,6.7,2.7,4.3,rn20
247,2024-04-21T13:56:44Z,2.0,scs-bgx-868,N3,34.0,2.3,41.0,8.2,"[175.0, 48.0, 11.0, 2.0, 7.0, 5.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",37.0,39.6,44.0,4.1,2.73,34.1,46.2,13.9,2.5,4.9,rn20
248,2024-04-21T13:56:54Z,2.0,scs-bgx-868,N3,33.0,2.5,44.0,6.8,"[177.0, 45.0, 19.0, 4.0, 9.0, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",36.0,11.0,38.0,4.1,2.79,34.1,46.2,10.7,3.1,5.2,rn20
249,2024-04-21T13:57:04Z,2.0,scs-bgx-868,N3,31.0,1.7,44.0,5.4,"[153.0, 33.0, 8.0, 5.0, 4.0, 3.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",39.0,12.9,0.0,4.1,2.95,34.2,46.2,8.3,2.6,4.1,rn20
250,2024-04-21T13:57:14Z,2.0,scs-bgx-868,N3,31.0,2.3,37.0,7.9,"[201.0, 47.0, 16.0, 5.0, 5.0, 6.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42.0,14.4,68.0,4.1,3.08,34.1,46.2,10.0,3.9,6.2,rn20
251,2024-04-21T13:57:24Z,2.0,scs-bgx-868,N3,36.0,2.9,37.0,5.7,"[211.0, 48.0, 22.0, 8.0, 6.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",41.0,6.2,0.0,4.1,2.75,34.2,46.2,11.0,4.5,5.5,rn20
252,2024-04-21T13:57:34Z,2.0,scs-bgx-868,N3,33.0,2.2,31.0,6.6,"[177.0, 33.0, 17.0, 7.0, 5.0, 1.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",44.0,14.6,62.0,4.1,2.8,34.1,46.2,12.1,3.2,5.7,rn20
253,2024-04-21T13:57:44Z,2.0,scs-bgx-868,N3,34.0,2.2,61.0,5.9,"[206.0, 37.0, 8.0, 3.0, 7.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",61.0,7.5,0.0,4.1,2.76,34.2,46.2,8.3,4.3,4.1,rn20
254,2024-04-21T13:57:54Z,2.0,scs-bgx-868,N3,32.0,2.3,41.0,5.4,"[177.0, 39.0, 15.0, 5.0, 8.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",46.0,6.1,0.0,4.1,2.87,34.1,46.2,7.4,2.9,5.0,rn20
255,2024-04-21T13:58:04Z,2.0,scs-bgx-868,N3,31.0,2.7,29.0,6.5,"[243.0, 51.0, 19.0, 6.0, 7.0, 3.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32.0,13.2,0.0,4.1,3.04,34.2,46.1,9.6,4.1,5.4,rn20
256,2024-04-21T13:58:14Z,2.0,scs-bgx-868,N3,31.0,2.4,31.0,6.2,"[217.0, 46.0, 16.0, 6.0, 8.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45.0,12.7,60.0,4.1,3.13,34.2,46.1,14.3,4.0,6.2,rn20
257,2024-04-21T13:58:24Z,2.0,scs-bgx-868,N3,36.0,2.8,44.0,7.9,"[264.0, 56.0, 15.0, 3.0, 3.0, 4.0, 2.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",54.0,26.5,49.0,4.1,2.75,34.2,46.2,20.8,4.9,7.9,rn20
258,2024-04-21T13:58:34Z,2.0,scs-bgx-868,N3,37.0,2.6,58.0,6.6,"[252.0, 44.0, 11.0, 2.0, 5.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",41.0,16.9,53.0,4.1,2.54,34.2,46.1,10.6,4.9,4.7,rn20
259,2024-04-21T13:58:44Z,2.0,scs-bgx-868,N3,36.0,3.2,46.0,10.6,"[238.0, 59.0, 17.0, 3.0, 6.0, 3.0, 4.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",30.0,26.4,67.0,4.1,2.48,34.2,46.2,12.0,3.7,5.0,rn20
260,2024-04-21T13:58:54Z,2.0,scs-bgx-868,N3,35.0,3.1,39.0,6.8,"[270.0, 47.0, 18.0, 5.0, 3.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40.0,8.4,0.0,4.1,2.51,34.1,46.2,11.7,4.7,5.1,rn20
261,2024-04-21T13:59:04Z,2.0,scs-bgx-868,N3,35.0,3.5,39.0,9.7,"[274.0, 55.0, 12.0, 8.0, 7.0, 8.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42.0,12.2,0.0,4.1,2.53,34.2,46.1,11.5,4.6,5.3,rn20
